customerid,creditscore,balance,numofproducts,hascrcard,isactivemember
15763662,711,39043.29,2,1,1
15615575,722,0.0,2,1,1
15691723,631,99685.06,1,1,0
15774098,701,125385.49,2,0,1
15750808,790,131365.37,2,1,1
15744368,633,98308.51,1,1,1
15610594,644,0.0,2,1,0
15756125,757,140856.16,2,1,0
15623277,696,0.0,2,1,1
15795954,746,172274.01,1,1,0
15671969,649,0.0,2,1,0
15791268,565,122447.76,1,0,0
15713655,720,0.0,2,1,1
15633930,648,157559.59,2,1,0
15712849,632,126550.7,1,0,0
15639077,622,158584.82,3,1,0
15808784,835,163569.61,2,1,1
15648577,493,0.0,1,1,1
15670345,785,127211.45,1,0,0
15633112,681,118199.97,2,1,0
15714397,621,101014.08,2,1,1
15780038,756,119208.85,1,1,0
15756305,515,0.0,2,1,1
15578799,625,53772.73,1,1,1
15800326,717,0.0,2,1,0
15785485,595,138878.81,1,0,1
15783958,539,130922.81,2,0,0
15727546,762,0.0,2,1,1
15739576,706,0.0,2,1,1
15631333,677,130866.19,1,1,0
15604782,733,187257.94,1,0,1
15589643,684,0.0,1,1,1
15585533,679,147733.64,1,0,1
15681506,478,0.0,2,1,1
15630551,696,163139.27,1,1,1
15698349,686,0.0,2,1,1
15776631,466,119540.15,1,0,1
15762216,686,129553.76,2,1,0
15623927,576,0.0,2,1,1
15681402,763,66101.89,1,1,1
15586264,572,140431.98,1,1,0
15594685,757,0.0,2,0,0
15812945,582,0.0,1,1,1
15734628,623,0.0,2,1,0
15629323,617,116471.43,2,1,0
15666823,425,0.0,2,1,0
15777553,659,123785.24,1,1,0
15613097,605,0.0,2,0,1
15622217,538,88758.95,2,0,0
15703588,665,153611.83,2,1,0
15570835,491,112044.72,1,1,1
15679299,726,123826.07,1,0,1
15808044,580,106804.26,3,1,0
15579208,550,0.0,2,1,1
15684951,542,68892.77,2,1,0
15667620,732,0.0,2,1,0
15582960,473,125827.43,1,0,1
15590730,745,0.0,2,1,0
15763747,732,0.0,2,1,1
15778320,848,148495.64,1,0,0
15642787,572,133043.66,1,0,0
15624633,702,74989.58,1,1,1
15766765,664,60263.23,1,1,0
15783615,630,129370.91,4,1,1
15640161,618,157955.83,2,0,0
15619889,556,0.0,1,1,0
15579166,619,70729.17,1,1,1
15789097,644,0.0,2,0,1
15674880,658,0.0,2,1,0
15778157,598,90721.52,2,1,0
15779064,677,0.0,2,1,1
15801265,689,57784.22,1,1,0
15589204,591,131765.72,1,1,0
15664543,699,0.0,1,0,1
15582714,749,110022.74,1,0,1
15797595,709,131569.63,1,1,1
15614034,607,164523.5,2,1,1
15763171,650,114330.95,1,1,1
15647266,651,135923.16,1,1,0
15757577,676,0.0,2,1,1
15736656,723,0.0,2,0,1
15635078,714,124693.48,1,0,1
15680141,759,147936.42,1,1,1
15576945,582,0.0,1,1,0
15602034,697,126558.92,1,1,0
15732020,610,106938.11,2,0,1
15611029,488,140002.35,1,1,0
15621210,599,123444.72,1,1,1
15569222,781,147107.91,1,1,1
15664639,645,128514.84,1,0,0
15724223,545,0.0,1,0,0
15644621,597,106756.01,2,1,0
15756056,561,0.0,2,1,0
15700353,662,0.0,2,1,0
15624388,649,155393.32,1,1,1
15627212,630,110414.48,1,1,1
15648005,672,0.0,2,1,1
15681446,636,157098.52,1,1,1
15775888,593,85626.6,1,1,1
15749019,545,93796.42,2,1,1
15709928,567,0.0,2,1,0
15784676,583,125268.03,2,1,0
15748116,681,148143.84,1,1,1
15612193,762,115545.33,2,1,0
15762984,648,0.0,2,0,0
15613713,644,44928.88,1,1,1
15664204,706,0.0,2,1,1
15639415,850,162442.35,1,1,0
15806332,484,0.0,2,1,1
15614929,508,96213.82,2,1,0
15695492,439,156569.43,1,1,0
15635972,484,0.0,2,1,0
15616380,803,0.0,2,0,0
15581440,724,110463.25,2,1,1
15654390,640,154575.76,1,1,0
15660688,701,0.0,2,0,0
15806307,537,0.0,2,1,1
15647975,651,147037.32,1,0,0
15595728,523,119276.31,1,0,0
15735388,717,108664.85,2,1,0
15788535,593,0.0,1,1,0
15765902,706,163034.82,2,1,1
15642345,714,93059.34,1,1,0
15641250,794,179581.31,1,1,0
15706163,518,113625.93,1,0,0
15746708,589,119961.48,1,1,0
15775203,824,129209.48,1,0,0
15787907,719,137227.04,3,1,0
15646764,617,119024.75,2,1,0
15678284,651,74623.5,3,1,0
15726791,637,157929.45,1,1,1
15813144,554,92606.86,2,1,0
15669342,731,127862.93,2,1,0
15710366,569,0.0,1,1,1
15614934,625,142711.81,1,1,0
15588701,592,0.0,2,1,0
15665438,669,163159.85,1,0,1
15644896,663,108586.86,1,1,1
15670205,518,110624.99,1,1,0
15635776,686,154846.24,2,1,1
15791053,709,122917.71,1,1,1
15644005,571,0.0,2,0,1
15796343,707,82787.93,2,0,0
15751057,701,102500.34,1,0,0
15623430,672,0.0,2,1,0
15682600,620,159492.79,1,1,0
15769312,557,0.0,2,1,1
15708212,648,118241.02,1,1,0
15650258,479,113090.4,1,1,0
15604345,730,65763.57,1,1,1
15578297,737,125537.38,1,1,0
15671789,616,94263.91,2,1,0
15726186,639,133434.57,2,1,0
15764618,815,0.0,1,1,1
15730738,786,0.0,2,1,1
15637650,549,94748.76,2,0,1
15606267,622,98640.74,1,1,1
15625904,624,74681.9,2,0,0
15654463,841,0.0,2,1,0
15774151,614,179915.85,1,0,0
15693259,676,128207.23,1,1,1
15642468,697,132739.26,2,0,0
15758531,732,0.0,2,1,0
15728352,623,120509.81,1,0,0
15637240,541,124547.13,2,1,0
15595588,773,0.0,2,0,1
15778395,762,88815.56,2,1,0
15711825,655,82231.51,2,1,0
15599251,602,184715.86,2,1,0
15570004,850,0.0,2,1,0
15656912,649,0.0,1,1,1
15657342,850,147972.19,1,1,0
15716284,543,0.0,2,1,1
15672374,672,170008.84,1,0,0
15732476,600,0.0,2,0,1
15747724,671,0.0,1,1,0
15633877,706,95386.82,1,1,1
15672516,541,90373.28,2,1,0
15607827,711,133467.77,2,1,1
15751336,630,0.0,2,0,1
15646539,531,96288.26,1,1,0
15756901,641,91547.84,2,0,1
15809286,631,138292.64,2,0,0
15759021,685,0.0,1,1,0
15725039,702,71667.74,1,1,1
15579130,708,118994.84,1,1,0
15754112,653,0.0,2,1,1
15735522,654,145610.07,2,0,0
15613326,596,138162.81,1,1,0
15739502,549,135020.21,2,1,1
15670914,754,0.0,2,1,0
15604073,815,135161.67,1,1,1
15806027,556,0.0,1,1,0
15574886,706,94486.47,1,1,1
15707120,850,117640.39,1,1,0
15800845,732,111379.55,1,1,1
15603914,614,0.0,1,1,1
15722765,580,136820.99,1,0,1
15783305,593,98752.51,1,1,0
15574842,653,158266.42,3,1,1
15607837,746,105599.67,1,1,1
15714877,662,0.0,2,1,0
15782941,573,0.0,2,1,1
15630167,684,139723.9,1,1,1
15759038,793,141806.46,1,1,0
15661821,798,132571.67,1,1,1
15728006,524,180516.9,1,1,0
15712176,816,0.0,2,1,1
15689351,742,92805.72,1,0,1
15782247,540,0.0,3,1,1
15769064,537,135309.36,1,1,0
15718153,759,128917.84,1,1,1
15613189,774,56580.93,1,1,0
15661734,608,131390.75,2,1,0
15592645,704,0.0,2,0,0
15768387,581,0.0,2,0,0
15792525,628,97361.66,1,1,1
15586976,566,0.0,1,1,0
15790659,701,0.0,2,0,1
15691446,735,0.0,2,1,1
15772632,680,0.0,2,1,0
15706587,560,0.0,2,0,1
15572461,663,102714.65,2,0,0
15654409,665,67816.72,1,1,1
15568025,758,81710.46,1,1,1
15715769,621,75237.54,1,0,1
15667458,764,124023.18,1,1,0
15567980,537,100727.5,1,0,1
15679294,589,107238.85,2,1,0
15606507,555,0.0,2,1,0
15578825,734,139994.66,1,1,0
15619935,783,126224.87,1,1,1
15636089,678,145751.03,1,0,0
15727490,661,0.0,1,0,1
15591766,607,121166.89,1,0,1
15641629,537,0.0,2,0,1
15813303,513,0.0,2,1,1
15756920,576,70655.48,1,0,0
15726403,660,129901.21,1,1,0
15592765,637,125470.81,1,1,1
15704442,672,169406.33,4,1,1
15641136,629,0.0,2,0,1
15725818,583,107041.3,1,1,1
15612071,763,95153.77,1,0,1
15719809,516,145166.09,2,0,0
15716518,617,0.0,2,0,0
15742210,700,65962.63,1,1,1
15630617,727,140418.81,1,1,1
15720838,689,139799.63,1,0,1
15595537,626,171787.84,2,1,0
15623196,686,149238.97,1,1,1
15679249,351,163146.46,1,1,0
15693199,739,0.0,2,1,0
15661219,627,0.0,2,1,0
15617136,451,61482.47,1,1,1
15760294,512,145150.28,1,1,0
15652808,774,126670.37,1,1,0
15657139,652,84390.8,2,0,1
15803790,638,89728.86,2,1,1
15764105,475,0.0,2,1,0
15672610,567,118628.8,1,0,0
15766896,750,0.0,2,1,0
15587735,850,96863.13,1,1,1
15659501,753,142263.45,1,0,1
15745001,683,0.0,2,1,0
15651140,710,0.0,1,1,0
15571148,645,0.0,2,0,0
15776824,714,122724.37,1,1,1
15633141,696,174902.26,1,1,0
15764174,612,0.0,2,1,1
15778155,520,108914.17,1,1,1
15715920,782,98052.66,1,1,1
15671917,666,123873.19,1,1,1
15666548,466,111920.13,3,1,0
15625623,567,0.0,2,0,1
15748123,613,0.0,2,1,1
15648735,718,0.0,2,1,1
15634974,614,75150.34,4,0,1
15713378,711,0.0,2,0,0
15753370,691,114753.76,1,1,0
15782659,527,0.0,1,1,0
15583364,476,111871.93,1,0,0
15625942,619,0.0,2,0,0
15720284,607,135927.06,1,0,0
15679642,695,0.0,2,1,1
15628007,653,0.0,2,0,0
15661974,677,57037.74,1,1,1
15689341,655,0.0,4,1,0
15607993,625,79468.96,1,1,1
15693267,679,121063.85,1,1,0
15769522,734,118537.47,1,1,1
15755825,666,0.0,2,1,0
15598175,592,105082.07,2,1,0
15744327,564,0.0,1,1,0
15798666,814,0.0,2,1,1
15577064,592,104702.65,2,1,0
15759436,758,95813.76,3,1,1
15690231,612,167026.61,2,1,1
15751561,498,102453.26,1,1,0
15739068,638,148045.45,2,1,1
15758056,558,0.0,2,0,0
15742269,756,0.0,2,1,0
15726490,782,0.0,1,1,1
15738411,505,104498.79,1,0,1
15727919,671,0.0,2,0,0
15709396,801,0.0,2,1,1
15654106,604,149542.52,2,0,1
15621653,716,87946.39,1,1,1
15598086,624,68639.57,1,1,0
15752300,607,148826.32,1,1,1
15658693,827,0.0,2,0,1
15631838,606,108166.09,2,0,1
15803804,717,103214.71,1,1,0
15578809,651,134760.21,2,0,0
15752026,691,0.0,1,0,1
15723706,573,90124.64,1,1,0
15752838,723,0.0,2,1,1
15569571,584,87361.02,2,1,0
15769703,550,111257.59,1,0,0
15679770,611,131583.59,4,0,1
15791102,549,95020.8,3,1,1
15655192,850,0.0,2,0,1
15709487,668,80242.37,2,0,0
15687130,686,0.0,1,1,1
15755178,660,0.0,3,1,1
15634772,682,122661.39,1,0,1
15617197,524,0.0,2,1,1
15631240,645,0.0,2,1,1
15784301,850,0.0,2,1,0
15631310,537,0.0,1,1,1
15756560,599,81742.84,2,1,0
15732270,727,0.0,1,1,1
15739357,756,145127.85,1,0,0
15771540,755,148912.44,1,1,0
15567486,634,0.0,2,1,1
15714634,837,89900.24,2,1,0
15727021,727,119027.28,2,1,1
15650670,567,105222.86,2,1,0
15711834,650,0.0,1,0,0
15729763,655,116114.93,1,1,1
15646566,763,187911.55,1,0,1
15645463,843,0.0,2,1,1
15672144,667,144432.04,1,1,1
15596088,705,77065.9,2,0,1
15614878,660,180520.29,1,1,1
15635240,553,0.0,2,0,0
15775905,612,130024.87,1,1,1
15700657,641,110086.69,1,1,0
15611905,513,174853.46,1,1,0
15652527,680,108724.98,1,0,1
15785865,711,91285.13,2,1,1
15645942,689,0.0,2,1,1
15688691,665,110610.41,2,0,1
15592736,551,102994.04,1,1,0
15673529,645,59893.85,2,1,0
15724145,616,149318.55,1,1,0
15704629,582,116409.55,1,0,1
15597896,365,127760.07,1,1,0
15731790,697,132591.36,1,1,1
15634719,704,0.0,2,1,0
15703205,656,113402.14,2,1,1
15567333,712,0.0,2,1,0
15754537,748,0.0,1,0,0
15612030,724,0.0,2,1,1
15573242,691,136953.47,1,1,1
15601892,563,0.0,2,0,1
15663885,741,0.0,1,1,1
15701096,778,123863.64,1,1,0
15710450,848,120811.89,1,1,1
15790846,634,148430.55,1,1,1
15658956,505,47869.69,2,1,1
15755223,692,150926.99,2,0,0
15787318,537,103163.35,1,1,0
15737310,633,130206.28,1,1,0
15763665,833,136674.51,2,0,0
15668818,592,200322.45,1,1,1
15765812,587,0.0,2,1,1
15704844,550,80927.56,1,0,1
15744582,680,0.0,3,1,0
15616700,622,0.0,2,1,1
15683521,594,142574.71,2,1,0
15583049,643,160426.07,1,0,1
15643752,540,116160.23,1,1,0
15620398,635,98683.47,2,1,0
15715707,657,118829.03,2,1,1
15814209,814,118870.92,1,1,0
15733768,600,0.0,1,1,1
15755242,682,0.0,1,1,1
15729412,682,107192.38,1,1,1
15746564,566,108010.78,1,1,1
15588446,550,0.0,2,0,0
15665221,630,129837.72,2,0,1
15640846,546,106458.31,4,1,0
15700209,486,97009.15,1,1,1
15658360,762,122929.42,2,0,0
15602735,692,152296.83,4,0,1
15724834,498,0.0,2,0,0
15800062,850,0.0,1,0,0
15685300,603,128993.76,2,1,0
15760102,551,0.0,1,1,0
15787026,627,185267.45,2,1,1
15653696,515,0.0,2,0,0
15788946,605,116805.82,1,0,0
15600724,567,129750.68,1,1,0
15574324,568,129177.01,2,0,1
15707144,571,82506.72,2,1,0
15775891,634,107247.69,1,1,1
15711789,768,0.0,1,0,0
15600879,554,157780.93,2,1,0
15681196,629,172170.36,1,1,1
15716000,638,0.0,2,1,1
15766776,576,0.0,1,1,1
15680278,661,75361.44,1,1,0
15688637,592,0.0,2,1,1
15591179,702,0.0,2,1,1
15677435,647,98263.46,2,1,0
15698619,593,0.0,2,1,1
15581036,712,109308.79,2,1,0
15622117,625,0.0,2,1,0
15599301,538,164365.44,1,0,1
15581548,637,98800.0,1,1,0
15586870,632,193125.85,1,1,1
15735263,736,51522.75,1,0,1
15765322,755,84284.48,2,1,1
15582944,425,0.0,2,1,0
15687162,461,119889.84,1,0,0
15644962,745,137910.45,1,1,1
15612615,616,0.0,2,1,0
15813439,587,100116.82,1,1,0
15604544,850,166082.15,2,0,1
15761348,601,0.0,2,1,0
15785078,730,0.0,1,1,0
15759874,532,148595.55,1,1,0
15643658,850,94078.97,2,1,0
15713267,779,0.0,2,0,1
15737782,562,0.0,1,1,1
15815490,670,164948.98,3,0,0
15679410,729,140549.4,1,1,0
15756241,767,152509.25,1,1,1
15688409,742,191864.51,1,1,0
15742272,669,96418.09,1,0,0
15717898,542,131945.94,1,0,1
15769582,586,0.0,2,1,1
15635660,612,142910.15,1,1,0
15576723,740,0.0,2,1,1
15591577,584,146311.58,1,1,1
15582325,524,87894.26,1,1,0
15693947,614,97445.49,2,1,0
15760446,598,0.0,1,0,1
15611105,799,0.0,2,0,1
15630920,724,154485.74,2,0,0
15574910,601,115625.07,1,1,0
15756472,804,108396.67,1,1,0
15682890,745,65095.41,2,1,1
15641994,667,103018.45,1,1,0
15733297,518,84764.79,1,1,1
15767793,819,0.0,2,1,0
15725698,520,115680.81,1,1,1
15813532,625,0.0,2,1,0
15576760,673,73088.06,2,0,0
15732102,656,150905.03,2,1,0
15739046,850,143054.85,1,0,1
15631927,574,0.0,2,0,0
15672115,679,0.0,2,1,1
15618765,530,99948.45,1,0,1
15679148,508,115451.05,2,0,0
15728474,558,108235.91,1,1,1
15636999,414,0.0,1,0,1
15754261,648,98795.61,2,1,0
15629150,721,0.0,2,1,0
15736274,751,0.0,2,0,0
15627697,662,0.0,2,0,1
15721585,628,113146.98,2,0,1
15639946,597,162532.14,3,1,0
15792176,698,92053.44,1,1,1
15699450,723,0.0,2,1,1
15729954,586,0.0,3,1,0
15600103,633,104944.1,1,1,1
15786200,564,0.0,2,1,0
15797010,649,0.0,2,1,0
15670172,622,107879.04,1,0,1
15627352,459,110356.42,1,1,0
15622494,718,0.0,2,0,0
15585835,655,109783.69,2,1,0
15595071,696,149777.0,1,1,1
15628203,637,104339.56,1,0,0
15667190,630,85818.18,1,1,1
15780212,592,212692.97,1,0,0
15766869,634,89696.84,2,1,1
15775741,608,0.0,2,1,1
15628170,565,68067.24,1,1,0
15701318,763,148564.66,1,0,1
15710928,665,136354.16,1,1,1
15682547,649,122214.0,1,0,1
15631170,695,0.0,2,1,1
15648702,775,119684.88,2,1,1
15783444,788,135139.33,1,0,1
15809178,569,146100.75,1,1,0
15806688,726,123110.9,3,0,1
15576824,564,111760.4,3,1,1
15675422,544,110728.39,1,1,1
15681550,614,121558.46,1,1,1
15812628,453,120623.21,1,1,0
15597951,471,114713.57,1,1,1
15807045,829,103457.76,1,0,0
15581748,754,101134.87,2,1,1
15770420,749,78136.36,2,1,1
15608230,667,0.0,2,1,0
15730339,670,133446.34,1,0,0
15712584,670,0.0,2,1,1
15592816,623,108076.33,1,1,0
15641480,571,131354.25,1,1,0
15708505,641,62974.64,2,0,1
15791131,551,143340.44,1,1,0
15618225,741,116993.43,2,1,0
15644724,472,58662.92,2,0,1
15662098,650,128808.65,3,0,0
15723894,625,137555.44,1,0,0
15787699,650,142393.11,1,1,1
15687738,535,0.0,2,1,0
15576126,649,125785.23,1,1,1
15658889,689,136444.25,1,1,0
15667046,694,121527.4,1,1,0
15669957,655,144696.75,1,1,1
15655794,620,0.0,2,1,1
15599829,577,0.0,2,1,1
15753332,401,128140.17,1,1,0
15671124,599,120383.41,1,1,1
15767474,481,0.0,3,1,1
15720671,704,129735.3,2,1,1
15626787,698,185078.26,1,0,0
15774491,480,0.0,2,0,0
15579647,682,0.0,1,1,1
15625522,700,0.0,2,0,1
15765806,492,144591.96,1,1,1
15566708,444,0.0,2,1,0
15668347,624,0.0,2,0,0
15575214,709,0.0,1,1,0
15591123,557,100194.44,1,1,1
15573280,646,145295.31,2,1,1
15589018,719,106070.29,2,1,1
15654495,706,120621.89,1,1,1
15597265,660,0.0,2,0,1
15733876,667,0.0,2,1,1
15677217,705,0.0,1,1,1
15747265,598,171283.91,1,1,1
15713379,669,0.0,2,1,1
15730433,580,128218.47,1,1,0
15693347,676,0.0,2,1,1
15715465,714,77776.39,1,1,0
15680736,597,124978.19,2,1,1
15610765,559,0.0,2,0,0
15650034,564,0.0,1,1,1
15782468,850,109799.55,2,1,1
15685109,689,0.0,2,0,0
15776233,758,125397.21,1,1,0
15761141,604,0.0,2,1,1
15781702,733,111347.37,2,0,1
15790235,778,104291.41,2,1,1
15641416,732,94867.18,2,1,1
15775234,646,0.0,2,0,0
15659475,597,135703.59,2,0,0
15642202,821,106453.53,2,0,1
15771417,640,132412.38,1,0,0
15585100,511,124401.6,1,1,0
15700487,805,118022.06,3,1,0
15726589,540,82531.11,1,1,0
15747503,705,184552.12,1,1,0
15595883,540,127278.31,1,1,1
15663826,532,0.0,1,1,1
15742820,535,0.0,2,0,1
15624793,627,184244.86,1,1,0
15597930,646,59669.43,1,0,0
15665110,515,79543.59,1,0,1
15770719,697,151553.19,1,1,1
15731327,652,166527.88,2,0,1
15576044,579,150329.15,1,1,0
15775662,760,121911.59,1,1,0
15646817,769,156773.78,2,1,0
15596060,498,127864.26,1,1,1
15723299,774,113709.28,1,1,1
15636982,705,79974.55,1,1,1
15751175,648,0.0,2,1,1
15618936,688,0.0,1,1,0
15787529,592,0.0,1,1,0
15780128,705,144427.96,2,1,0
15615991,654,99263.09,1,1,1
15757001,624,79368.87,2,1,1
15595388,594,0.0,2,1,1
15699550,695,0.0,2,1,1
15581620,597,0.0,3,1,1
15600934,758,125095.94,1,1,0
15738672,737,162485.8,2,1,0
15721307,694,95668.82,2,1,0
15619280,683,0.0,2,1,0
15768244,538,0.0,2,1,1
15806837,669,0.0,1,1,0
15643496,730,74197.38,2,1,0
15813916,622,89688.94,1,1,1
15626385,714,103121.33,2,1,1
15603582,569,0.0,1,1,0
15764351,668,120170.07,1,0,1
15667938,628,149136.31,2,1,1
15576360,600,141136.79,1,1,1
15628813,693,152341.55,1,1,0
15584190,704,120026.98,2,0,1
15716449,527,132168.28,1,0,0
15759913,553,85200.82,2,1,1
15701555,575,84903.33,2,0,1
15758482,626,0.0,2,0,0
15758171,582,0.0,1,1,1
15680346,683,0.0,1,1,0
15649124,850,121535.18,1,0,0
15812917,653,116662.96,2,1,1
15768455,679,0.0,2,1,1
15703059,549,124829.16,1,0,1
15646196,850,155180.56,2,0,0
15585451,558,108262.87,1,1,1
15714057,528,0.0,2,1,0
15748473,801,0.0,2,1,0
15785782,513,0.0,1,1,1
15693233,666,99812.88,2,1,1
15757521,606,132164.26,1,0,1
15812513,599,103583.05,1,1,0
15674950,544,142406.43,2,1,0
15678572,529,99842.5,2,1,0
15713608,850,0.0,2,1,1
15579262,497,0.0,1,0,0
15610426,764,81042.42,1,0,1
15776454,603,0.0,1,1,0
15771483,609,0.0,2,1,1
15648489,487,199689.49,1,1,1
15646609,748,142645.43,1,0,0
15693203,710,0.0,2,1,1
15813067,432,110219.14,1,1,0
15769829,534,0.0,2,0,1
15662434,607,0.0,2,0,0
15773503,551,0.0,2,1,0
15705890,674,142072.02,1,1,0
15711398,525,0.0,2,1,0
15752375,645,149564.61,1,0,0
15659175,755,0.0,2,1,0
15597033,708,153366.13,1,1,1
15590228,715,76467.16,1,1,1
15631848,727,121508.28,1,1,1
15654211,559,0.0,1,0,1
15707968,545,73211.12,2,1,0
15594084,524,0.0,2,1,0
15651093,707,0.0,2,0,1
15798824,671,92674.94,2,1,0
15671591,439,96196.24,4,1,0
15707189,667,114391.62,1,1,1
15733581,831,80262.66,1,1,0
15641640,545,173331.52,1,1,0
15585284,604,147285.52,1,1,1
15617866,657,119785.47,2,1,1
15667751,487,140137.15,1,1,0
15669411,750,107467.56,1,1,0
15789425,694,98218.04,2,1,0
15570943,711,133607.75,1,1,1
15685829,551,0.0,2,1,1
15721917,559,95139.41,1,1,1
15776047,620,0.0,2,0,1
15716024,660,0.0,2,1,0
15675328,449,0.0,2,1,0
15604314,703,97331.19,1,1,0
15658339,795,139265.63,2,1,1
15630402,594,0.0,1,0,1
15689616,586,168094.01,1,0,0
15774224,613,131563.88,2,1,0
15701291,601,0.0,2,1,0
15719606,657,0.0,2,0,0
15644119,531,0.0,1,1,1
15646859,621,107363.29,1,1,1
15606836,782,94493.03,1,0,1
15664150,528,170214.23,2,1,0
15624510,696,139781.06,1,1,0
15810944,586,0.0,2,1,0
15668575,626,148610.41,3,0,1
15603246,498,170241.7,2,1,1
15804002,691,128306.83,1,1,1
15728773,568,0.0,2,1,1
15598044,715,0.0,1,1,1
15694829,680,175454.0,1,0,1
15600575,802,0.0,2,1,0
15727311,539,100885.93,2,1,1
15570769,494,93320.8,1,1,1
15606274,594,63176.44,2,1,1
15746139,596,139451.67,1,0,0
15704987,649,49113.75,1,1,0
15628972,699,123906.22,3,1,1
15697686,787,0.0,2,1,1
15733883,604,0.0,2,0,0
15617482,489,131441.51,1,1,0
15704583,651,0.0,1,1,0
15621083,698,136325.48,2,1,1
15649487,578,113150.44,2,1,0
15736760,538,0.0,1,0,0
15714658,696,0.0,2,1,1
15599081,507,102785.16,1,1,1
15705113,685,83264.28,1,0,0
15631159,705,72252.64,2,1,1
15792818,499,148051.52,1,1,0
15633531,717,138489.66,1,1,1
15744529,510,0.0,2,1,1
15669656,632,111589.33,1,1,1
15581198,668,122104.79,1,1,0
15729054,744,96106.83,1,1,1
15573452,663,115930.87,1,1,0
15776733,638,124513.66,2,1,0
15724858,688,0.0,1,1,0
15713144,588,0.0,1,1,0
15690188,631,0.0,1,1,1
15689425,687,100988.39,2,1,0
15671766,599,118577.24,1,1,1
15782806,718,0.0,2,1,0
15764419,730,0.0,2,1,1
15591915,533,0.0,1,0,1
15772798,711,0.0,2,1,1
15792008,555,0.0,2,0,1
15715541,850,113311.11,1,1,1
15639277,678,0.0,1,0,0
15798850,576,0.0,2,1,0
15776348,835,124365.42,1,0,0
15727696,592,147249.29,2,1,1
15793813,774,103688.19,1,0,1
15694395,620,138740.24,2,0,0
15764195,519,111900.14,1,1,1
15744919,734,152760.24,1,1,1
15671655,763,143966.3,2,1,1
15654901,733,141556.96,1,1,0
15649136,650,0.0,2,1,1
15775562,538,0.0,2,1,0
15807481,577,0.0,1,1,1
15642885,792,0.0,2,1,0
15789109,686,0.0,1,1,1
15814004,589,0.0,2,0,1
15673619,530,162560.32,1,1,0
15595135,778,123229.46,1,1,0
15583681,616,76665.71,2,1,1
15605000,550,140278.99,3,1,1
15718071,655,0.0,2,0,1
15679760,721,115764.32,2,0,0
15654574,499,131142.53,2,1,0
15577178,511,68375.27,1,1,0
15595324,579,117833.3,3,0,0
15756932,696,0.0,2,1,1
15726358,681,0.0,2,0,0
15595228,815,0.0,1,0,1
15782530,681,111093.01,1,1,0
15592877,641,132657.55,1,1,0
15651983,591,128882.49,1,1,1
15746737,565,69129.59,1,1,1
15774179,487,0.0,2,1,1
15667265,729,121404.64,1,1,1
15655123,505,131355.3,3,1,0
15595917,580,102097.33,1,0,1
15668385,642,154863.15,1,1,1
15709476,850,99945.93,2,1,0
15711218,616,121704.32,2,1,0
15798659,526,0.0,2,1,0
15663939,523,138782.76,1,1,1
15694946,663,0.0,2,1,1
15631912,840,136291.71,1,1,0
15768816,570,107856.57,2,1,0
15682268,676,108348.66,1,0,0
15684801,689,93871.95,3,1,0
15636428,703,0.0,1,1,0
15809823,491,125860.2,1,0,0
15699284,584,172713.44,1,1,0
15786993,810,0.0,2,0,1
15709441,745,0.0,1,1,1
15710257,625,130786.92,1,0,1
15582492,535,112367.34,1,1,0
15575694,729,91091.06,2,1,0
15756820,655,106198.5,1,0,1
15766289,751,142669.93,2,1,0
15593014,525,112833.35,1,0,1
15584545,532,0.0,2,0,1
15675949,696,0.0,2,1,1
15672091,786,104336.43,2,0,0
15801658,580,104305.74,1,0,1
15706185,596,140187.1,2,1,1
15789863,683,0.0,2,1,0
15720943,747,114959.12,1,1,0
15697997,602,164704.38,1,0,1
15665416,779,119096.55,1,0,1
15660200,551,0.0,2,1,1
15619653,666,0.0,1,1,0
15773447,526,0.0,1,1,0
15739160,849,115465.28,1,1,0
15689237,471,0.0,2,1,0
15679297,628,184926.61,1,1,0
15591433,674,85957.88,2,1,0
15642725,797,114084.6,1,0,1
15701962,590,166930.76,2,1,0
15811613,588,0.0,1,1,0
15741049,577,0.0,2,1,1
15724423,571,107193.82,2,0,0
15574305,680,116275.12,1,1,1
15678168,648,0.0,2,1,1
15697020,618,91068.56,1,1,0
15610801,648,123049.21,1,0,1
15745232,759,0.0,2,1,1
15722758,585,0.0,2,0,0
15792102,774,137781.65,1,0,0
15675185,697,108128.96,2,1,1
15801247,605,105317.73,2,1,0
15725660,676,80569.73,1,0,0
15638963,678,174852.89,1,1,1
15800061,495,89158.94,3,1,0
15578006,787,0.0,2,1,1
15668504,770,89800.14,1,1,1
15687491,817,101207.75,1,0,0
15610403,659,106086.42,2,1,0
15741094,693,0.0,2,1,1
15807909,744,0.0,2,1,0
15666141,829,101440.36,2,1,1
15617134,716,0.0,2,1,0
15783029,671,106603.74,2,1,1
15622833,835,130420.2,2,0,0
15746422,636,0.0,1,1,0
15750839,649,45022.23,1,1,1
15749130,621,74298.43,1,1,1
15779862,658,133003.03,1,0,1
15767871,784,0.0,2,1,1
15679651,783,136689.66,1,1,0
15576219,615,0.0,2,1,1
15699247,791,0.0,2,1,1
15619087,762,102520.37,1,1,1
15605327,607,0.0,2,1,1
15610140,601,0.0,2,1,0
15791174,540,88382.01,1,0,1
15602373,812,115049.15,2,1,0
15762605,685,104796.54,1,1,1
15598840,680,123082.08,1,1,0
15744279,680,0.0,2,1,1
15670619,631,0.0,2,0,0
15599533,569,0.0,2,1,1
